review_text,rating,author,date,nama desa wisata
Sering tutup dan kurang terawat,2,Wahib Sumarlin,2025-07-02T08:21:05.807Z,Osing
bagus,5,Kanzul Fikri,2025-06-25T05:34:47.886Z,Osing
Pantai yg sejuk,4,Muhammad Mahfud,2025-05-09T22:41:49.685Z,Osing
"Bagus dan asri,  destinasi wisata budaya",5,agung susanta,2025-04-05T02:10:23.195Z,Osing
Sangat bagus,5,Isun Dwi,2025-02-06T10:48:50.161Z,Osing
"Bukan tempat wisata adat dan budaya ,melainkan hanya tempat rekreasi yg didalamnya ada kolam renangnya ,
Jika ingin ke desa kemiren harap mencari ""DESA ADAT OSING KEMIREN""",2,Yogi Vemau,2025-01-29T16:02:58.140Z,Osing
"ini Bukan Desa Wisata Adat Osing ya.
ini Anjungan Desa Wisata Using yang didalamnya ada Kolam Renang Keluarga.",2,wec wanter ethnic collaboration (wec),2025-01-29T12:03:46.816Z,Osing
Kuliner tradisional dengan suasana desa....,4,Tri Hambodo,2025-01-20T01:20:45.943Z,Osing
Perlu banyak perbaikan dan kurang perawatan,3,Nyoman Edy Junaedy,2025-01-17T03:04:09.183Z,Osing
"Pertama kali datang ke tempat ini dan tidak ada apa-apa di dalam kosong. Kondisi agak kurang terawat dan banyak bangunan yang sudah rusak.
Hanya ada penjaga parkir dan di dalamnya ada kolam renang yg bersih.
Tidak ada yang jual makanan ditempat ini.
Mungkin sudah pindah suku asli osing daerah tersebut.",3,Secret Menu,2025-01-07T02:03:48.392Z,Osing
"Tempatnya agak masuk , parkiran nya agak susah ,tapi suasana nya nyaman sejuk dan orang nya ramah pakai sekali 💚💚🫶",5,Asteria Sinta,2025-01-06T08:38:51.103Z,Osing
Liburan kesini aja,5,Tofik Tofik,2025-01-03T16:11:30.170Z,Osing
"Nyaman, sejuk, bisa tukar kawruh sama pak Pur budayawan asli suku Osing, ngobrol santai dan ngopi",5,akhmad masruri,2024-09-20T12:35:17.109Z,Osing
Tempat sepi bisa untuk wisata adat,4,ardiyanto yanto,2024-09-10T12:56:30.788Z,Osing
Klasik dan estetik,5,Nurhamid Kajoran,2024-09-06T10:17:29.278Z,Osing
"Seperti perkampungan atau pemukiman warga biasa pd umumnya, cuma yg membedakan itu saat ad acara” tertentu disini dan maih ad bbrpa rumah” yg masih bangunan lama atau rumah adat",4,Lita Pertiwi,2024-08-25T09:31:26.172Z,Osing
Mie kenyal,5,Mustain Romli,2024-08-18T05:06:18.759Z,Osing
Tempat belajar,5,Efiyardi Al-krienciehie,2024-08-17T18:58:20.269Z,Osing
Good visit here,4,Nanang Zubaidi,2024-08-10T05:35:35.552Z,Osing
Location is confusing for tourists.,2,Firman Sutrisna,2024-07-23T09:29:53.996Z,Osing
Baik,5,Imam Mawardi,2024-07-15T10:48:14.101Z,Osing
"Bisa mencoba makanan khas bwi yang unik, dengan perpaduan UMKM lokal",5,Andi Rahmad Syahputra,2024-07-15T03:31:33.776Z,Osing
Bagus banyak jajanan kuliner dengan budaya Osing. Dijamin tidak menyesal,4,Ach. Farhan,2024-07-15T01:24:50.646Z,Osing
Foto yg di postung guide lokal nya ini gambar nya bukan di satu tempat tapi beda2 tempat nya. Jadi harus pindah2 utk meluhat tempat yg diposting di goegle map lokal guide nya. 😁,5,sayuti sayuti,2024-07-07T11:16:21.053Z,Osing
Keren,5,Ubed Anom,2024-07-03T14:24:05.640Z,Osing
Yang cari sarapan cocok bgt nih.,5,Rahmi Amaliah,2024-07-01T07:31:45.371Z,Osing
Rent Banyuwangi kota,5,alvynFebrianz OFFICIAL,2024-06-16T16:41:13.462Z,Osing
Klasik,4,mamad caping,2024-06-02T14:15:10.139Z,Osing
mungkin klo sy datang pas ad event lbh bagus. waktu saya kesana ya hanya seperti perkampungan pada umumnya,4,Noor Aufa Shiddiq,2024-05-25T02:49:55.293Z,Osing
Warung K-Jon,4,Dewa Sumitradana,2024-05-10T05:13:55.992Z,Osing
Ga sengaja ketemu rumah ini pas lagi mau nonton parade Ider bumi. Jadi cari yg adem bisa sambil lihat rumah Osing,5,Rininta Amriani Mahda,2024-04-16T05:45:53.772Z,Osing
"Desa ini penduduknya masih asli sukunosing, masih memegangbteguhnadat suku sing, berbicara dengan bahasa osing. Banyak event unik suku osing yg diadakan di desa ini, contohnya Tiap Tanggal 2 Syawal (lebaran hati ke-2) ada tradisi unik: barong ider bumi. Jadi ada arak2an barong dari ujung ke ujung desa. Khas suku osing di kemiren",5,Tafati linia Larosa,2024-04-14T13:51:41.220Z,Osing
"Pengelola nya payah, fasilitas dibiarkan mangkrak pengunjung dikit",1,wariaji salim,2024-04-13T03:23:13.514Z,Osing
"Desa adat osing ini tempatnya bagus, pendhapanya lumayan luas untuk pertemuan, masyarakat lokalnya ramah bangettt & masih kental adatnya. Worth it kesini, homestay live in nya juga layak banget untuk menginap.. Makanannya enak enak",5,Ira Dwi A,2024-02-24T10:50:59.983Z,Osing
Tempat wisata desa adat Banyuwangi dan hari minggu pagi ada bazzar jajanan pasar khas Banyuwangi,5,Johan Iskandar,2024-01-14T02:21:01.952Z,Osing
Mantappp,5,Mohammadali wafa,2023-12-27T02:45:36.654Z,Osing
Unik sih... kampung otentik masyarakat asli banyuwangi dengan aneka jajanannya 👌,4,Rizki Kurniawan,2023-12-25T06:42:35.417Z,Osing
"Tempat nyaman, tapi perlu perbaikan karena wilayah masuk kampung wisata oseng banyuwangi 🙏🙏",4,ansori ardi,2023-12-20T11:22:23.574Z,Osing
Salah satu Desa Wisata yang menjadi salah satu desa wisata percontohan yang ditetapkan oleh Kementerian Pariwisata RI. Di desa wisata ini kita bisa melihat akar budaya suku osing banyuwangi serta pada saat weekend pagi kita bisa kulineran di warung2 yang menyediakan kuliner lokal khas banyuwangi serta menikmati musik khas banyuwangi yaitu musik gedogan maupun lagu-lagu daerah banyuwangi.,5,Ferdian PPF,2023-12-18T02:01:21.808Z,Osing
Asik bagus,5,Andres Itachi,2023-12-02T16:41:51.195Z,Osing
"Ketemu orang banyuwangi asli (osing), pas musim duren ada yg jual durennya enakkkkk",4,Windy 99,2023-11-29T09:52:27.007Z,Osing
"Desa suku asli Banyuwangi yg masih memegang teguh adat istiadat leluhur, ada rumah adat yg masih terpelihara, ada juga buah durian merah khas desa Kemiren",5,Sigit Basuki,2023-11-14T04:18:30.915Z,Osing
Sebagai desa wisata percontohan masih eksis dalam melestarikan budaya suku osing,5,Apri Diantono,2023-11-07T18:21:07.875Z,Osing
Mantep,5,Wa Allan,2023-10-27T12:31:07.475Z,Osing
Menyajikan jajanan lokal dan live traditional music,5,Alka Febrianto,2023-10-25T11:15:18.104Z,Osing
tempatnya luas banget.. suasana tenang banget..,5,Yunike Dwi Iskandar,2023-10-10T03:40:03.873Z,Osing
Masih kental banget aroma desa adatnya suasana pedesaan yang asri dan udara bersih dan banyak makanan khas seperti kucur lontong jangan itu,4,Zhurta Prastuta,2023-09-03T01:04:06.951Z,Osing
"Ramah,komplete dan murah",5,CRYPTOWANGI PASSIVE INCOME,2023-08-02T10:30:15.077Z,Osing
"Saat itu kesini karena tugas kuliah
Jadi desa adat osing ini memiliki banyak keunikan salah satunya dari masyarakatnya yang masih menjunjung tinggi adat istiadatnya. Mereka juga adalah suku asli yang ada di Banyuwangi. Saat datang kesana saya disuguhkan teh manis dan cemilan daerah sana (saya lupa namanya apa) dan masyarakat adat disana sangat ramah kepada kami. Sayangnya, saat itu kami belum mencicipi hidangan asli sana yaitu pecel pithik osing. Buat kalian yang ingin kesana, saya saranin nyoba deh!",5,fauzan kariim,2023-06-30T23:36:22.052Z,Osing
Adem coy,5,Laskar Langit Tzy,2023-06-24T04:11:08.437Z,Osing
Culture village in banyuwangi,4,AHW CHANNEL,2023-06-06T08:38:02.327Z,Osing
Menyediakan makanan/jajanan khas. Juga penampilan kesenian daerahnya OK!,4,judio de,2023-06-05T04:18:31.532Z,Osing
"Mohon maaf, nama lokasi harusnya tdk membuat pengunjung dr luar kota bingung/tertipu. Kalau disini hanya ada wahana kolam renang , baiknya nama lokasi di maps diganti KOLAM RENANG DESA KEMIREN"". semoga menjadi bahan pertimbangan bagi pengelola",2,Yudi Purwanto,2023-05-24T06:49:23.977Z,Osing
Bingung mau rebah letak tempat tinggal,3,Wahyu wak waw,2023-05-14T16:08:20.946Z,Osing
"Actually, Banyuwangi need to improve their tourism style just like Bali. Provide area that can provide performance without reservation first. Not compatible for sudden tourist/traveller to enjoy the beauty of Osing tradition",2,Bestari Azzahra,2023-05-07T02:49:32.505Z,Osing
"Tidak menemukan Lokasi ini.
Di Google map, HANYA KETEMU PERMANDIAN (padahal dikietik) vilage osing.
Penduduk setempat banyak yg tidak tahu lokasi seperti foto diatas, mereka hanya jawan ""desa kemiren"" ya diaini ini.
Note:
Sebaiknya pemerintah Banyuwangi, membuat google Map, yg tepat, dimana lokasi foto tsb.",5,Sumo Prayogo,2023-04-26T13:24:02.406Z,Osing
"I came here in 2014 year ago with my friends to see festival ngopi sepuluh ewu, i try some unique coffee for free, why unique? because Banyuwangi coffee robusta mixed with herb and spices ingredients make it very bold and strong coffee and people called it "" Kopi Jaran goyang"" ,and this coffee believed as aphrodiasics, in this festival we can see many food tenant booths and original Banyuwangi hand gifts, so i don't forget to buy t-shirt festival ngopi sepuluh ewu, nice people with kindness, we can see traditional cultural Banyuwangi barong dance as cultural dance heritage too.

PS: i edited my photo to make unique effect, because my real photo file is gone/lost.",5,Rahman the unique explorer,2023-04-07T10:01:35.807Z,Osing
"Area seperti tidak terawat, hawa angker, portal parkir seperti di biarkan trbengkalai.  mohon pemkab banyuwangi untuk melakukan banyak renovasi juga maintenance.",2,Irawan Handy,2023-03-30T20:05:40.865Z,Osing
"Sayang sekali, petunjuk untuk mencapai lokasi desa tidak jelas terlihat. Saya sampai di desa, tapi tidak tahu mau kemana untuk melihat lihat desa Osing nya.😢",2,Sofian Manik,2023-03-26T05:08:56.566Z,Osing
Tempat nya asri,5,Syamsul Arifin,2023-03-14T16:32:00.374Z,Osing
Keren,5,Govinda Manu,2023-02-26T08:58:36.124Z,Osing
saya orang kemiren,5,Melvina Agisti,2023-02-22T09:19:11.758Z,Osing
Kawasan dan adat yang sudah jarang ditemui. Ini bisa jadi pilihan wisata budaya kalau ke banyuwangi,5,Rizki Dandy,2023-02-09T12:12:24.067Z,Osing
"Penduduknya ramah, kulinernya murah tempatnya asri dan menyenangkan",5,Rumah Cantik Widya,2023-01-18T08:32:02.534Z,Osing
Sayang hujan lebat,5,Solehan,2023-01-16T13:43:24.438Z,Osing
"Lebih baik pergi dalam grup. Jadi bisa reservasi untuk kegiatan acara di sini. Jika tidak reservasi, desanya sepi layaknya perumahan desa biasa. Jalannya jauh dari jalan utama, naik turun. Sebaiknya menggunakan sepatu karena jalan mulai berlumut.",3,Amelia Wulandari,2023-01-01T03:05:50.307Z,Osing
"An unique experience going to this place, the food bazzar giving you the osing's taste. From the main course, the dessert, and the snack. Its awesome and very tasty. All the Osing Traditional Food available here. And its cheap",5,Dwi Indra Nurcahya,2022-12-25T03:22:53.762Z,Osing
"Hanya tempat pemandian kolam renang dan tempat penginapan saja, gak ada yg menarik disini, jangan terkecoh",4,Benni Triyono,2022-12-25T03:08:35.665Z,Osing
Desa kampung using,4,imam sgk,2022-12-15T01:56:29.603Z,Osing
Harus reservasi untuk acara penyambutan,5,Mchello Mohan,2022-12-06T05:15:32.955Z,Osing
Ok,5,supriadi supriadi,2022-12-05T21:52:01.412Z,Osing
Sangar,5,Khotibul Umam,2022-11-01T00:52:37.054Z,Osing
Tempat renang pas masih SMA. Skrg agak sepi,4,Khoirul Arti,2022-10-27T12:34:54.056Z,Osing
"Tempat untuk bertandang ke kediaman Penduduk asli Banyuwangi, banyak ragam tradisinya. Hari Minggu adalah waktu terbaik untuk berkunjung.
Lokasi depan Balai Desa Kemiren, saya sempat salah titik tuju, karena diarahkan ke kolam berenang, semoga bisa diperbaiki alamatnya.",5,Dicky Faisal,2022-10-24T11:12:09.334Z,Osing
"Pasar minggu pagi, ciri khas banyuwangi nya kurang menonjol
Makanan tradisional yg bisa ditemuai disemua daerah
Lebih menarik lagi dong, biar lebih banyak wisatawan yg datang",5,Boedy Waru,2022-10-24T09:08:10.844Z,Osing
"Nice food, traditional food",4,Dhee Yoks,2022-10-13T12:29:12.089Z,Osing
"wisata kulinernya , ok banget",5,goes_ CHAAN,2022-09-21T21:36:30.743Z,Osing
Semuanya,4,Bagus Saputra,2022-09-19T16:11:15.098Z,Osing
"Masjidnya memadai, Batik Banyuwangi ada disini, tempat ngopi banyak",4,Titin Fatimah,2022-09-18T21:28:15.706Z,Osing
"Sangat menarik dan terhibur..., menikmati makanan dan suasana adat budaya desa oseng kemiren..👍",4,wisata sumber waras banyuwangi,2022-09-11T01:59:39.811Z,Osing
"buka habya di minggu pagi, di sini bisa makan besar maupun makna kecil",5,anjar Pr.,2022-09-04T11:08:11.649Z,Osing
Ok,5,Rumah Batik01,2022-08-24T07:22:32.095Z,Osing
Tempatnya makanan tradisional banyuwangi...,4,Fathur Rochim,2022-08-02T10:40:40.831Z,Osing
Lumayanlah..,3,Ardian Udiadi,2022-08-01T06:55:00.372Z,Osing
Sejuk tempatnya. Bersih,5,Wiwin Gunawan,2022-07-29T06:31:41.126Z,Osing
Mengenal type rumah asli. Tidak terlalu istimewa,5,Alice Dewanti,2022-07-17T11:40:50.177Z,Osing
Tempatnya tetap tidak ada perubahan dari dulu.. Sebenarnya tempatnya enak cuma kurang peremajaan aja..,5,Nur Hasanah,2022-07-16T07:17:10.401Z,Osing
tempat yg nyaman untuk nyantai bersama kluarga,4,Dans Setiawan,2022-07-05T05:08:17.911Z,Osing
"Desa adat di Banyuwangi yang masih terjaga kelestariannya , keseniannya , kebudayaannya , masyarakatnya ....👍",5,Slamet Mujiono,2022-06-30T00:59:50.490Z,Osing
Villanya bagus mantap,5,Bagus Andika035,2022-06-28T03:51:20.900Z,Osing
Sangat asri dan sejuk,5,Abdul Gofar,2022-06-07T05:48:59.040Z,Osing
Suka banget pokoknya tempat adem,5,Indah Mahar Gustinnia,2022-06-04T04:33:45.236Z,Osing
"cocok buat anak anak, makanan lengkap dan terjangkau, spot foto lumayan,",5,hermansyah,2022-05-26T13:39:16.360Z,Osing
is the best,5,raden hasan mukmin,2022-05-21T11:33:28.475Z,Osing
Good enak murah cepat harunya gaji karyawanya naik ni,5,Abdul Rohman,2022-04-29T05:53:03.317Z,Osing
Sejuk dan asri,5,Hendrarto Widodo,2022-04-24T13:07:03.640Z,Osing
JANGAN RAGU MAIN KESINI.,5,Zakharia Seto,2022-04-17T10:32:41.013Z,Osing
"Tolong donk diperbaiki kualitas fasilitas dan properti didalamnya, kolamnya udah jarang dibersihkan, kotor banget. WO yg dulu bukanlah WO yg sekrng.😭😣",1,Lia Winarso,2022-03-25T10:01:26.474Z,Osing
"Mantab,Jajanan Jaman Dulu Ada Semua,Jadi Nostalgia Ayah Dan Ibu Ku,Saat Wisata Ke Desa Osing.",5,Moch Adam,2022-03-15T13:39:18.491Z,Osing
Saat kesini akhir pekan. Banyak warga berjualan saat cara free day. Masyarakatnya ramah,5,Anik Wahyuningsih,2022-02-10T11:04:40.289Z,Osing
"Salah satu tempat jujugan utk bertamasya bersama keluarga, Asri, Rindang Pepohonan membuat teduh suasana, air yg jernih menambah ceria suasana",5,A.Rahmatullah John,2022-02-10T01:44:22.388Z,Osing
Sejuk asri dan indah,5,Irham Mulyadi,2022-02-08T17:50:39.433Z,Osing
"BAGUS DAN COZY BANGET 😭💚💚💚 suka banget disini.
✅harganya standart
✅makanannya enak
✅minumannya seger ada wedang dan jamu juga
✅sabtu minggu ada akustikan enak banget
✅musik2nya bagus juga
✅pelayananannya ramah dan tanggap
✅enak sepoy-sepoy lihat hijau2
✅stres hilang
✅ada mushola
semoga dipertahankan chef dan pelayanannya, soalnya kebanyakan bikin cafe tapi makanan kadang gak enak, ini enak bgt 💚💚💚
wajib kesini deh kalian, buat hangout atau bareng keluarga.",5,Aprilia Ayu Setyawati,2022-02-06T11:23:02.423Z,Osing
Nyaman sejuk,5,khoirul ivandri,2022-01-30T13:58:28.566Z,Osing
"Ada miniatur rumah osing dan kolam renang anak, dan rumah osing asli ada dikampung sebelahnya",4,Mr Wie _Mlg,2022-01-25T15:25:21.512Z,Osing
Desa wisata banyuwangi,5,Haidar Revivally,2022-01-23T11:50:08.716Z,Osing
Asyik,5,Arif Rusmanto,2022-01-16T01:58:34.605Z,Osing
bagud,1,agil asman,2022-01-15T15:20:20.414Z,Osing
Desa wisata osing,5,Agunk Epik Subekti,2022-01-14T03:06:22.768Z,Osing
Kurang ny keamanan pengunjung,3,Eko Triwibowo,2022-01-12T07:49:30.876Z,Osing
Murah sih cm kurang terawat,4,Noto Ati,2022-01-04T10:49:26.494Z,Osing
Apik,3,Khoir Huda,2022-01-02T10:07:42.932Z,Osing
Sejuk dan asri,5,Josanjosan Sanjaya,2022-01-02T04:02:00.231Z,Osing
Masjid makmur,5,Mutia Mutia,2022-01-01T09:50:43.201Z,Osing
Great place to learn about native Banyuwangi people. They actually still live here.,5,Dimas Harya,2021-12-31T11:13:21.638Z,Osing
Good,5,Nurul L. Arief,2021-12-26T20:17:27.601Z,Osing
Joss,5,AL-2 Audio,2021-12-26T10:49:07.990Z,Osing
Suasannya nyaman n tenang,5,Sumarsono Sono,2021-12-19T20:22:24.808Z,Osing
Tempat yg wajib dikunjungi kl9 ke bwi,5,zin widia R-SaVa,2021-12-19T04:31:04.896Z,Osing
Ok lah cocok,4,MayLindha Dwicahyanii,2021-12-17T08:49:23.722Z,Osing
"Selalu menyenangkan berada disini.
Udara terasa bersih, meskipun masih cukup panas. Warga ramah senang menyapa. Makanan harga murah rasa tidak murahan.",5,Aufa Setya,2021-12-14T22:28:07.337Z,Osing
Nice place. Its a part of cultural heritage in Banyuwangai.,5,reza rivai,2021-12-04T11:52:33.443Z,Osing
Mari berkunjung ke DESA WISATA OSING KEMIREN Banyuwangi...,5,Rania Firdanasari,2021-11-28T10:18:04.520Z,Osing
"Desa yang terkenal dengan budaya nya yang sangat kental, dan ke elokan alam yang mempesona. Betah banget kalo udah main kesini",5,Masrifatul Laili,2021-11-23T06:56:47.407Z,Osing
Bagus,3,Adi Irawan,2021-11-21T07:14:31.582Z,Osing
Kurang terawat,4,4Bar TV,2021-11-17T13:05:50.283Z,Osing
"Di sini bersih adem,",4,Mutiara Taqwa,2021-11-12T15:23:19.029Z,Osing
Mantap,5,Alexander Banyuwangi,2021-11-04T09:55:37.363Z,Osing
Rekomendasi,5,bimbim susiono,2021-10-27T10:24:37.504Z,Osing
Jos,5,kedai batok Banyuwangi,2021-10-26T01:01:31.332Z,Osing
Regular old style village. With small family waterpark,1,BLESSING INDONESIA,2021-10-25T08:55:37.071Z,Osing
Walaupun terkenal kota santet...namun destinasi wisata sangat bagus,5,putro sukowati sragen,2021-10-22T07:33:57.429Z,Osing
Pasar tradisional wisata osing menyediakan makanan tradisional dan banyak lain nya,5,Ambar watii,2021-10-17T00:11:33.940Z,Osing
Perkembangannya sangat cepat dan terjaga keasliannya.,5,ichlas jumrojab,2021-10-08T02:59:23.318Z,Osing
it's actually quite a shame that it's abandoned. some buildings got ruined inside. they still use rhe swimming pool though. it looks more like a place for ghosts' hunters.,2,Mia Marina,2021-10-04T09:48:18.854Z,Osing
Dekat pemancar radio kajon fm,4,Alip Putra,2021-10-03T04:06:30.614Z,Osing
Joss,5,Iwan Jabrik,2021-10-02T00:11:03.545Z,Osing
Desa yang sangat berkesan ..,5,Hendhy T Purnomo,2021-09-28T14:04:28.510Z,Osing
"Tempat Wisata Air Ramah Anak
Tiket Masuk aman dikantong👍🥰",5,Ita Mardiati,2021-09-26T07:03:13.571Z,Osing
"Desa wisata yang istimewa, dimana masyarakatnya bisa berperan dan mengambil manfaat secara ekonomi. Sukses dan salam lestari.",5,nita hardini,2021-09-26T02:33:06.087Z,Osing
Pernikahan adat osing bwi,4,Anindya Kanigara,2021-09-18T10:11:14.366Z,Osing
desa wisata adat yang terjaga kebudayaan nya ... inilah salah satu ikon kebanggaan masyarakat BANYUWANGI .,5,SLAMET MUJIONO,2021-09-16T11:31:47.005Z,Osing
"Pengalama adalah guru terbesar,sedangkan bertantanya lebih baik dari pada sesat di jalan:))",5,Rohman_ Saputra,2021-08-07T03:08:01.141Z,Osing
Wisata budaya,5,Alvino Rizky,2021-07-30T12:39:58.398Z,Osing
Suatu Desa dengan adat istiadat yg msh terlestari di jaman modern yg berlokasi tidak jauh dari kota Banyuwangi,5,eMHa SALIM,2021-07-22T04:38:51.240Z,Osing
Teratai gang buntu,5,Nanik Yulistyowati,2021-07-18T07:53:39.196Z,Osing
Waktu kesini pas gak ada kegiatan. Jadi sepi,4,wahyu siti ningsih,2021-07-09T14:32:21.252Z,Osing
Bermacam² jajanan pasar yg mumer.. lengkap.. tempat bersih..,4,Mutiara Firdaus,2021-07-05T05:51:36.695Z,Osing
"salah satu rekomendasi destinasi wajib kalo kalian ke banyuwangi.
semua kalangan bisa menikmati suasana pedesaan yang udaranya masih sejuk, warga yang ramah, destinasi wisata cukup lengkap mulai dari resto / warung dengan makanan tradisionalnya, pertunjukan seni khas Banyuwangi, agrowisata, hotel, pemandian ditengah pedesaan ada disini.",5,Nanda Yudhistira,2021-07-02T07:56:12.995Z,Osing
Tutup karena pandemi,4,Aryani Puorwanto,2021-07-02T02:19:16.028Z,Osing
TOP,4,Gilang Septiyan Pratama,2021-06-29T14:30:13.412Z,Osing
Ramah dan meriah,5,Benny Ridwan,2021-06-28T23:10:38.003Z,Osing
"Suasana sepi, g  rame,, enak unt renang anak anak,, sayang msholla dan km mandi perlu perbaikan....",3,Praja Utomo,2021-06-23T09:50:54.549Z,Osing
Mantul,5,Ari Pratama,2021-06-12T08:27:01.056Z,Osing
"Sebenernya tempat yang saya tuju tadi wisata osing. Ini merupakan salah satu pemandian kolam renang di daerah Kemiren. Rate 3/5 karena tempatnya memang sudah tidak terawat seperti dulu lagi. Tempatnya terlihat kotor dan kurang nyaman. Tapi untuk ketersediaan kolam banyak, ada pemandian untuk anak anak sampai dewasa. Tempat ini juga harganya terjangkau, selain itu sering digunakan pelatihan bagi siswa SD dan SMP.",3,Yulia Ayu S,2021-06-06T11:08:07.448Z,Osing
"Tempatnya nutup, kayaknya dibuka pas ada momen2 aja",1,Adish vian,2021-06-01T11:48:19.310Z,Osing
"Kebersihan kurang, bnyk sampah. Destinasi tetep g ada perubahan",3,Agung Eka,2021-05-18T14:47:42.367Z,Osing
Hanya satu2nya desa atau kampung yg ada di Banyuwangi mempertahankan adat istiadat budaya suku oseng asli suku Banyuwangi.,4,Hendri Yanto,2021-05-02T11:33:41.839Z,Osing
Keren.....,5,Imam Taufiq,2021-04-13T04:42:08.859Z,Osing
"Kurang jelas Destinasinya,,apa krn saya kesana pas sore hari,jd seperti tdk ada apa2,saya membayangkan desa wisata sprti desanpanglipuran yg di Bali,jd emang di kelola utk wisata,,trnyata biasa saja,ramenya klo ada event aja kata masyarakatnya,jd ya jalan sendiri sperti warga lokal 😂😂",1,Muha Jirin,2021-04-08T09:06:48.861Z,Osing
Sampai hari ini masih tutup,4,mas rijal jalan jalan,2021-04-03T08:17:38.050Z,Osing
"Ramah tamah orang2 nya, tmptnya pun masih khas rumah kuno...
Klo mau ksana lebih bagusnya lgi klo pas lgi ada upacara adat, pasti lbih seru...👍",5,Hitchhiker Nusantara,2021-03-12T07:22:43.064Z,Osing
Enak buat wisata kuliner jajanan khas Banyuwangi,5,Moch. Hendra Djaya,2021-02-23T06:26:14.128Z,Osing
Saya sangat kecewa tadi saya kesana tempatnya kotor dan airnya banyak daun2 kering,1,Dwi Fery,2021-02-16T06:11:23.166Z,Osing
"Desa yang kental akan tradisi dan budaya Osing, memiliki berbagai tempat yang wajib dikunjungi saat ke Banyuwangi",5,Venedio Nala Ardisa,2021-02-14T15:19:11.357Z,Osing
