review,cleaned_review,cleaned_review_stemmed,nama desa wisata,provinsi
"Terdapat sepenggal kisah yang menjadi awal muasal tempat ini, sebuah situs wisata sejarah di sumatera selatan khususnya di kota Palembang, yg unik dari tempat ini adalah letaknya yg dikelilingi sungai musi maka jadilah ia pulau.",sepenggal kisah muasal situs wisata sejarah sumatera selatan kota palembang unik letaknya dikelilingi sungai musi pulau,penggal kisah muasal situs wisata sejarah sumatera selatan kota palembang unik letak keliling sungai mus pulau,Pulau Kemaro,Sumatera Selatan
"Merupakan salah satu destinasi wisata karena pagodanya yang besar dan cantik luar biasa. Walau sesungguhnya tempat ini merupakan kelenteng bagi umat konghucu untuk beribadat.
Tempatnya luas, kamar mandi pria dan Wanita yang sangat banyak.",salah destinasi wisata pagodanya cantik sesungguhnya kelenteng umat konghucu beribadat tempatnya luas kamar mandi pria wanita,salah destinasi wisata pagoda cantik sungguh kelenteng umat konghucu ibadat tempat luas kamar mandi pria wanita,Pulau Kemaro,Sumatera Selatan
"Pulau Kemaro, ada tempat ibadat Hok Cheng Bio. Nyebrang sungai musi pakai perahu 30 ribu per orang. Masuk tempat ibadat gratis. Ada Pagoda, tempat menarik tapi mungkin masih dalam renovasi, toilet kotor.",pulau kemaro ibadat hok cheng bio nyebrang sungai musi pakai perahu ribu ibadat gratis pagoda menarik renovasi toilet kotor,pulau maro ibadat hok cheng bio nyebrang sungai mus pakai perahu ribu ibadat gratis pagoda tarik renovasi toilet kotor,Pulau Kemaro,Sumatera Selatan
"Pulau yang indah dan bersejarah. Perjalanan menyusuri sungai Musi umtuk sampai ke pulau ini,  dari dermaga perahu di bawah jembatan Ampera, penuh dengan sensasi.",pulau indah bersejarah perjalanan menyusuri sungai musi umtuk pulau dermaga perahu jembatan ampera penuh sensasi,pulau indah sejarah jalan susur sungai mus umtuk pulau dermaga perahu jembatan ampera penuh sensasi,Pulau Kemaro,Sumatera Selatan
"Pulau kemaro, terletak di sungai Musi, di sana terdapat ornamen pagoda, dengan legenda kisah cinta Siti Fatimah dan putra Raja Tiong Hoa, pulaunya cukup luas, terdapat vihara cina klenteng Hok Tjing Rio, cuacanya sejuk, banyak pohon yg besar besar, hembusan angin dari sungai Musi membuat udara terasa segar, kita bisa ke sana dengan menaiki perahu dari dermaga, ada prasasti yg menceritakan kisah cinta Siti Fatimah dan putra raja Tiong Hoa.",pulau kemaro terletak sungai musi ornamen pagoda legenda kisah cinta siti fatimah putra raja tiong hoa pulaunya luas vihara cina klenteng hok tjing rio cuacanya sejuk pohon hembusan angin sungai musi udara segar perahu dermaga prasasti menceritakan kisah cinta siti fatimah putra raja tiong hoa,pulau maro letak sungai mus ornamen pagoda legenda kisah cinta siti fatimah putra raja tiong hoa pulau luas vihara cina klenteng hok tjing rio cuaca sejuk pohon hembus angin sungai mus udara segar perahu dermaga prasasti cerita kisah cinta siti fatimah putra raja tiong hoa,Pulau Kemaro,Sumatera Selatan
Tempat yang sangat menakjubkan,menakjubkan,takjub,Pulau Kemaro,Sumatera Selatan
"Pulau Kemaro adalah pulau yang terletak di tengah sungai musi. Terdapat legenda anak dan mantu yg durhaka dan kufur nikmat. Pulau Kemaro ramai dikunjungi saat festival cap go meh, namun hari biasa tetap buka bagi wisatawan yang datang melihat pagoda dan komplek klentengnya. tidak ada tiket masuk kesini, tapi untuk penyeberangan dari dermaga ke Pulau Kemaro dikenakan biaya sekitar Rp100.000 PP per perahu ketek yang dimiliki warga sekitar. selain pagoda dan klenteng, di sebelah timur pulau ada wisata kampung air, tapi jika jalan kaki menuju kesana dari klenteng cukup jauh dan harus menerobos pagar dekat bak sampah samping pagoda.",pulau kemaro pulau terletak tengah sungai musi legenda anak mantu durhaka kufur nikmat pulau kemaro ramai dikunjungi festival cap go meh buka wisatawan pagoda komplek klentengnya tiket kesini penyeberangan dermaga pulau kemaro dikenakan biaya rp pp perahu ketek dimiliki warga pagoda klenteng sebelah timur pulau wisata kampung air jalan kaki kesana klenteng menerobos pagar bak sampah samping pagoda,pulau maro pulau letak tengah sungai mus legenda anak mantu durhaka kufur nikmat pulau maro ramai kunjung festival cap go meh buka wisatawan pagoda komplek klenteng tiket kesini seberang dermaga pulau maro kena biaya rp pp perahu ketek milik warga pagoda klenteng belah timur pulau wisata kampung air jalan kaki kesana klenteng terobos pagar bak sampah samping pagoda,Pulau Kemaro,Sumatera Selatan
seru juga tempatnya...baru pertama kali jg ksini...byk monyet jg...yg lbh seru lg pas naik speed boatnya...seru2 tegang juga...mantappp...,seru tempatnya kesini monyet seru pas speed boatnya seru tegang mantap,seru tempat kesini monyet seru pas speed boatnya seru tegang mantap,Pulau Kemaro,Sumatera Selatan
"🫰🫰 Mencoba berwisata yang bernuansa Tiongkok Sangat menyenangkan sekali tempat wisata dan sekaligus religi karena pulau kemaro memiliki sejarah sendiri yang menjadi kebanggaan warga Sumatera Selatan dan internasional.

Sebuah delta Sungai Musi di timur pusat kota Palembang. Kami nyebrang beberapa menit saja dari Pelabuhan PT. Pusri, dengan kapal motor kecil muat sampe 10 orang.

Di dalam pulau ada pagoda yang ikonic dan sebuah klenteng yang cantik. Mereka sedang bersiap menyambut Cap Go Meh yang rutin dirayakan di sana. Terlihat beberapa pekerja konstruksi juga.

Wah seneng sekali ke sini....

Apa aja yang ada di pulau kemaro? Bagaimana legenda pulau kemaro....bisa si baca ya di.poto

Disini ada pagoda, kemudian ada kampung air ada kurang lebih 200 KK, kemudian ada galery enceng gondok, dan belakang lg sedang di kembangkan penginapan ya

Menuju pulau kemaro bgm cara nya? Saat Cap Gomeh saja akan ada tongkang yang di tata sehingga mobil bisa lewat, jika bukan saat Cap Go Meh maka  hanya bisa ke pulau kemaro dengan perahu saja... jd letak Pulau kemaro adl di tengah2 sungai Musi  ada 2 cara menuju Pulau kemaro lewat BSK ada kapal ketek (kurang lebih 250 rb sdh PP) dan speed Boat (kurang lebih 500 rb PP). Ada yg lebih murah pakai kapal ketek 1 perahu 100 Rb sudah PP di belakang pabrik pupuk Unisri.. lebih ekonomis ya..",mencoba berwisata bernuansa tiongkok menyenangkan wisata religi pulau kemaro memiliki sejarah kebanggaan warga sumatera selatan internasional delta sungai musi timur pusat kota palembang nyebrang menit pelabuhan pt pusri kapal motor muat pulau pagoda ikonic klenteng cantik menyambut cap go meh rutin dirayakan pekerja konstruksi senang pulau kemaro legenda pulau kemaro baca poto pagoda kampung air kakak galery enceng gondok kembangkan penginapan pulau kemaro bgm cap gomeh tongkang tata mobil cap go meh pulau kemaro perahu letak pulau kemaro tengah sungai musi pulau kemaro besok kapal ketek ribu pp speed boat ribu pp murah pakai kapal ketek perahu ribu pp pabrik pupuk unisri ekonomis,coba wisata nuansa tiongkok senang wisata religi pulau maro milik sejarah bangga warga sumatera selatan internasional delta sungai mus timur pusat kota palembang nyebrang menit labuh pt pusri kapal motor muat pulau pagoda ikonic klenteng cantik sambut cap go meh rutin raya kerja konstruksi senang pulau maro legenda pulau maro baca poto pagoda kampung air kakak galery enceng gondok kembang inap pulau maro bgm cap gomeh tongkang tata mobil cap go meh pulau maro perahu letak pulau maro tengah sungai mus pulau maro besok kapal ketek ribu pp speed boat ribu pp murah pakai kapal ketek perahu ribu pp pabrik pupuk unisri ekonomis,Pulau Kemaro,Sumatera Selatan
"Wah seneng sekali ke sini....
Apa aja yang ada di pulau kemaro? Bagaimana legenda pulau kemaro....bisa si baca ya di.poto

Disini ada pagoda, kemudian ada kampung air ada kurang lebih 200 KK, kemudian ada galery enceng gondok, dan belakang lg sedang di kembangkan penginapan ya

Menuju pulau kemaro bgm cara nya? Saat Cap Gomeh saja akan ada tongkang yang di tata sehingga mobil bisa lewat, jika bukan saat Cap Go Meh maka  hanya bisa ke pulau kemaro dengan perahu saja... jd letak Pulau kemaro adl di tengah2 sungai Musi  ada 2 cara menuju Pulau kemaro lewat BSK ada kapal ketek (kurang lebih 250 rb sdh PP) dan speed Boat (kurang lebih 500 rb PP). Ada yg lebih murah pakai kapal ketek 1 perahu 100 Rb sudah PP di belakang pabrik pupuk Unisri.. lebih ekonomis ya..",senang pulau kemaro legenda pulau kemaro baca poto pagoda kampung air kakak galery enceng gondok kembangkan penginapan pulau kemaro bgm cap gomeh tongkang tata mobil cap go meh pulau kemaro perahu letak pulau kemaro tengah sungai musi pulau kemaro besok kapal ketek ribu pp speed boat ribu pp murah pakai kapal ketek perahu ribu pp pabrik pupuk unisri ekonomis,senang pulau maro legenda pulau maro baca poto pagoda kampung air kakak galery enceng gondok kembang inap pulau maro bgm cap gomeh tongkang tata mobil cap go meh pulau maro perahu letak pulau maro tengah sungai mus pulau maro besok kapal ketek ribu pp speed boat ribu pp murah pakai kapal ketek perahu ribu pp pabrik pupuk unisri ekonomis,Pulau Kemaro,Sumatera Selatan
Pernah ke sini tahun 2012😁,tahun,tahun,Pulau Kemaro,Sumatera Selatan
Pulau yang indah,pulau indah,pulau indah,Pulau Kemaro,Sumatera Selatan
Sebuah tempat indah yang patut di kunjungi. Demgan panorama yang liar biasa dan ongkos yang terjangkau,indah patut kunjungi demgan panorama liar ongkos terjangkau,indah patut kunjung demgan panorama liar ongkos jangkau,Pulau Kemaro,Sumatera Selatan
"Seneng banget jalan-jalan kesini seru, tempatnya bagus buat liburan..",senang banget jalan jalan kesini seru tempatnya bagus liburan,senang banget jalan jalan kesini seru tempat bagus libur,Pulau Kemaro,Sumatera Selatan
Menuju ke sini melewati sungai Musi dengan perahu ketek. Tarif sewa perahu 200rb-250rb,melewati sungai musi perahu ketek tarif sewa perahu ribu ribu,lewat sungai mus perahu ketek tarif sewa perahu ribu ribu,Pulau Kemaro,Sumatera Selatan
Oke baik baik saja,oke,oke,Pulau Kemaro,Sumatera Selatan
"Menuju ke sini melewati sungai Musi dengan perahu ketek. Tarif sewa perahu 200rb-250rb /perahu. Kalo rombongan lbh enak patungannya murah. 😁
Pengalaman yang luar biasa. Masuk pulau gratis.",melewati sungai musi perahu ketek tarif sewa perahu ribu ribu perahu kalo rombongan patungannya murah pengalaman pulau gratis,lewat sungai mus perahu ketek tarif sewa perahu ribu ribu perahu kalo rombong patungan murah alam pulau gratis,Pulau Kemaro,Sumatera Selatan
Sangat menyenangkan sekali tempat wisata dan sekaligus religi karena pulau kemaro memiliki sejarah sendiri yang menjadi kebanggaan warga Sumatera Selatan dan internasional.,menyenangkan wisata religi pulau kemaro memiliki sejarah kebanggaan warga sumatera selatan internasional,senang wisata religi pulau maro milik sejarah bangga warga sumatera selatan internasional,Pulau Kemaro,Sumatera Selatan
"Lumayan lah wisata ke pulau kemari. Naik perahu per orang 25ribu. Kemarinnya jembatan masih ada, tp hari ini pas cap go meh nya sudah bubar semua. Sudah pada beres2 semua.",lumayan wisata pulau kemari perahu ribu kemarinnya jembatan pas cap go meh bubar beres,lumayan wisata pulau kemari perahu ribu kemarin jembatan pas cap go meh bubar beres,Pulau Kemaro,Sumatera Selatan
Tempat nya bagus,bagus,bagus,Pulau Kemaro,Sumatera Selatan
Menikmati suasana malam bersama keluarga,menikmati suasana malam keluarga,nikmat suasana malam keluarga,Pulau Kemaro,Sumatera Selatan
Bagus untuk spot foto,bagus spot foto,bagus spot foto,Pulau Kemaro,Sumatera Selatan
Tempat bersejarah yg Keren 🤗,bersejarah keren,sejarah keren,Pulau Kemaro,Sumatera Selatan
"Bersih,wisata keluarga",bersih wisata keluarga,bersih wisata keluarga,Pulau Kemaro,Sumatera Selatan
Salah satu cerita terbaik di negeri indonesia kaya…silahkan disimak,salah cerita terbaik negeri indonesia kayak silakan disimak,salah cerita baik negeri indonesia kayak sila simak,Pulau Kemaro,Sumatera Selatan
"Seru banget ya jalan jalan kesini,
Ayok main ke palembang.banyak destinasi bersejarah di sini",seru banget jalan jalan kesini ayok main palembang destinasi bersejarah,seru banget jalan jalan kesini ayok main palembang destinasi sejarah,Pulau Kemaro,Sumatera Selatan
"Sebuah delta Sungai Musi di timur pusat kota Palembang. Kami nyebrang beberapa menit saja dari Pelabuhan PT. Pusri, dengan kapal motor kecil muat sampe 10 orang.

Di dalam pulau ada pagoda yang ikonic dan sebuah klenteng yang cantik. Mereka sedang bersiap menyambut Cap Go Meh yang rutin dirayakan di sana. Terlihat beberapa pekerja konstruksi juga.",delta sungai musi timur pusat kota palembang nyebrang menit pelabuhan pt pusri kapal motor muat pulau pagoda ikonic klenteng cantik menyambut cap go meh rutin dirayakan pekerja konstruksi,delta sungai mus timur pusat kota palembang nyebrang menit labuh pt pusri kapal motor muat pulau pagoda ikonic klenteng cantik sambut cap go meh rutin raya kerja konstruksi,Pulau Kemaro,Sumatera Selatan
"Pulau kemaro , cukup indah",pulau kemaro indah,pulau maro indah,Pulau Kemaro,Sumatera Selatan
"Legenda,Suasana asri dan tempat ibadah di pinggir sungai musi yang ramai.",legenda suasana asri ibadah pinggir sungai musi ramai,legenda suasana asri ibadah pinggir sungai mus ramai,Pulau Kemaro,Sumatera Selatan
"Toiletnya sangat sangat tidak terawat, kawasan wisatanyapun tidak terawat. Sangat disayangkan",toiletnya terawat kawasan wisatanyapun terawat disayangkan,toilet awat kawasan wisata awat sayang,Pulau Kemaro,Sumatera Selatan
"Cocok untuk dijadikan tujuan berlibur, tempatnya adem dan pemandangan bagus.",cocok dijadikan tujuan berlibur tempatnya adem pemandangan bagus,cocok jadi tuju libur tempat adem pandang bagus,Pulau Kemaro,Sumatera Selatan
Ambil daun cinta berjumlah ganjil semoga keberuntungan menyertaimu.,ambil daun cinta ganjil semoga keberuntungan menyertaimu,ambil daun cinta ganjil moga untung serta,Pulau Kemaro,Sumatera Selatan
Mantap,mantap,mantap,Pulau Kemaro,Sumatera Selatan
"Destinasi wisata, tentang sejarah...",destinasi wisata sejarah,destinasi wisata sejarah,Pulau Kemaro,Sumatera Selatan
Bgus,bagus,bagus,Pulau Kemaro,Sumatera Selatan
"Kalau mau berkunjung baiknya saat perayaan hari raya Cina biar ramai, transportasi banyak, kemeriahan dan kemewahan tempat ini terasa. Kalau hari biasa terima apa adanya.",berkunjung baiknya perayaan raya cina biar ramai transportasi kemeriahan kemewahan terima,kunjung baik raya raya cina biar ramai transportasi riah mewah terima,Pulau Kemaro,Sumatera Selatan
